relpath	family	optype	label	topic	text
TOP/moviefileoutTOP/example2	TOP	moviefileoutTOP	Movie File Out	sequence of stills	This creates a sequence of files, one file per frame. The Record Movie button turns Record on and off, as well as triggers a counter to give each new recording sequence a unique name. In the File parameter, me.fileSuffix uses artifishull intelligence to build the end of the file path, something like .2.14,jpg The movie is created on the Desktop using the hard-to-find python: app.desktopFolder. See the App class for more secrets. docs.derivative.ca/App_Class
TOP/moviefileoutTOP/example3	TOP	moviefileoutTOP	Movie File Out	one image file per click	The Movie Out TOP can also output still images in a similar manner as video files.
TOP/moviefileoutTOP/example4	TOP	moviefileoutTOP	Movie File Out	automatic unique file names	If you turn on Unique Suffix, each time you click Record on and off you get a uniquely-named file.
TOP/multiplyTOP/example1	TOP	multiplyTOP	Multiply	multiply	The multiply TOP performs a multiply operation: input1.rgba * input2.rgba In multiply1 it is set to use to output the resolution of the first input. By default it outputs the resolution of the second input, like other 2-input combiners.
TOP/ndioutTOP/example1	TOP	ndioutTOP	NDI Out	send metadata over NDI	NDI frames can also carry metadata. If you pause the timeline you can see the NDI receiver gets the metata guarantueed synced to that same frame.
TOP/ndioutTOP/example2	TOP	ndioutTOP	NDI Out	send&receive audio over NDI	NDI can send & receive audio, drag the CHOP containing audio to the Audio CHOP parameter of the NDI Out. You can extract audio from the NDI In TOP using the NDI Audio CHOP
TOP/noiseTOP/example1	TOP	noiseTOP	Noise	seed	The Noise TOP's Seed parameter is an easy way to create animated noise. The two images are multiplied together in the Composite TOP. The Noise TOP is scaled to fit the jellybeans, so you would have to set the resolution of the Noise TOP too to make it not stretched. The second example shows you can feed an image to the Noise TOP, and via the Output page, combine the noise and incoming image in different ways. The Noise TOP takes the resolution of the incoming TOP.
TOP/noiseTOP/example2	TOP	noiseTOP	Noise	algorithms	You can get very different types of noise, from Random to Perlin, by changing the Type parameter.
TOP/noiseTOP/example3	TOP	noiseTOP	Noise	fast random	Shifts a random pattern around to give an apparent randomness every frame. Not perfect but may be good enough for many purposes. Much faster than generating perfectly random pixels every frame. Second example randomly rotates also, making it more scrambled though some adjacent pixels may have similar values.
TOP/noiseTOP/example4	TOP	noiseTOP	Noise	input xyz point positions	The Noise TOP takes its input, interprets each pixel RGB value as an XYZ point, and for each point, outputs a pixel whose RGB values are the values of the noise space at that point in space. In the first example, chopto1 outputs 32-bit floating point pixels which can represent numbers outside the usual 0-1 color range of 8-bit fixed point pixels. The Noise TOP has been changed to a 32-bit float format so that it can output noise values that are outside the 0-1 range. In the first example, the Noise TOP's RGB values are used to color the points, but they can be used for anything. In the second example, the Ramp and Constant TOPs are set to 32-bit and combined and fed into the Noise TOP. The sliders offset the XYZ positions used to sample the noise space.
TOP/noiseTOP/example5	TOP	noiseTOP	Noise	palette noise	"""""""Try the """"""""noise"""""""" component in the palette for more choices of noise types."""""""
TOP/normalmapTOP/example1	TOP	normalmapTOP	Normal Map	fake bump	"""""""Matthew Ragan 8/11/14 We can use the Normal Map TOP to help enhace the appearance of dimension in our textures by """"""""faking"""""""" some of the lightingof bumps in a texture. Here we create a normal map from our input image, and then use this along with the original image in our Phong MAT. An additional Level TOP has been used in this example to further draw attention to the effect of the Normal Map. Use the button to toggle the Normal Map on and off in the Phong Material to better understand the effect of this TOP. from Wikipedia In 3D computer graphics, normal mapping, or """"""""Dot3 bump mapping"""""""", is a technique used for faking the lighting of bumps and dents – an implementation of bump mapping. It is used to add details without using more polygons. A common use of this technique is to greatly enhance the appearance and details of a low polygon model by generating a normal map from a high polygon model or height map. http://en.wikipedia.org/wiki/Normal_mapping"""""""
TOP/nvidiabackgroundTOP/example1	TOP	nvidiabackgroundTOP	NVIDIA Background	keyer mask background	"""""""The NVIDIA Background TOP generates a white key over a black background... usually a person, but may be anything... It uses the NVIDIA background removal ML algortithm on their ML-enabled GPUs like the 2000 series and up. Some optimizations (that may end up built-in to the TOP) are: The cache1 TOP delays the video signal by 2 frames because nvbackground1 takes around 2 frames to generate the mask, so when they are joined up again in matte1, they are back in sync. Note that the NVIDIA Background TOP by default generates a single channel, not RGBA. The Matte TOP accepts that as its matte input. If you half the res going into it, it takes less than half the GPU time. optional. The mattes mvbakground1 makes may have a bit of a halo around it when re-composited. To eat away at the edge of the mask, blur1 softens it, and lookup1 with scurve1 pulls the edge in (""""""""erodes"""""""" the mask). To make it erode more, reduce the Length parameter of scurve1 to below 1000. Adjust that along with the Filter Size of blur1 to you taste."""""""
TOP/nvidiaflowTOP/example1	TOP	nvidiaflowTOP	NVIDIA Flow	fire	In this example ramp1 is used to indicate where the emission of fuel comes from. The ramp position is randomized with noise. This animated ramp is used as the Shape OP in the flow emitter. This means emission will happen where it is white and less emmision where it is black. Reduce Mem Usage if it gets too slow.
TOP/nvidiaflowTOP/example2	TOP	nvidiaflowTOP	NVIDIA Flow	steam	Use the cross1 TOP to cross fade in an RGB spectrum to see how color is mapped to the temperature of the flow. Mem Usage parameter is reduced from .1 to .07 to run a bit faster.
TOP/nvidiaflowTOP/example3	TOP	nvidiaflowTOP	NVIDIA Flow	smokestack	Reduce Speed par to ge more billowy effect.
TOP/nvidiaflowTOP/example4	TOP	nvidiaflowTOP	NVIDIA Flow	gas	Is this example linear velocity is animated to push the fuel source left and right.
TOP/nvidiaflowTOP/example5	TOP	nvidiaflowTOP	NVIDIA Flow	joker flame thrower	Is this example a more intense use of linear velocity is used to create a flame thrower effect.
TOP/opencolorioTOP/example1	TOP	opencolorioTOP	OpenColorIO	basic	You can use the CDL transform and Output page to colorgrade any image.
TOP/opencolorioTOP/example2	TOP	opencolorioTOP	OpenColorIO	sRGB conversion	openColorIO can be used for numerous color correction operations for various output display devices. In this case the OpenColorIO TOP node (sRGBRamp) is used to simulate the conversion of a linear ramp into a gamma lookup image (brightened iamge to use the 256 steps of an 8-bit image bettter), as it would be stored in a JPEG file. See the wiki page 'sRGB' for more information. https://docs.derivative.ca/SRGB
TOP/opencolorioTOP/example3	TOP	opencolorioTOP	OpenColorIO	color profiles	OpenColorIO is a toolkit for working with different color spaces and gamma settings for image files. Different cameras and display devices have different methods to store and display color. OpenColorIO supports the loading of different lookup tables (LUTs) that can transform how the color data is stored and viewed. The TouchDesigner colorspace is linear. By using OpenColorIO an image that is stored in one color space can be transformed to another. In the example here the image was taken with a Sony a6300 using Picture profile1, Gamma: S-log3, Color Mode: S-Gamut3.Cine By default the OpenColorIO TOP comes with only a small number of LUTs that are built in. The closest input LUT is SLog and the correct way to output the image for viewing in TouchDesigner is linear. See the Color Space Transform page of each TOP and you will see these settings. The image when its loaded is quite dull. However this image is a 16bit TIFF and the color values are stored in such a way as to maintain the most color information. Through the muse of a LUT the Slog stored colors and viewed better in TouchDesigner with an output LUT for linear. github with many more LUTs... https://github.com/imageworks/OpenColorIO-Configs Good collection found in above github is aces_1.0.3 which is latest color grading kit from Academy of Motion Picture Arts and Sciences https://en.wikipedia.org/wiki/Academy_Color_Encoding_System Load the aces_1.0.3 configuration file in the aces_1.0.3 folder in the git repository and select the config.ocio. The following LUTs will be available. Input LUT - Sony-S-Log3-S.Gamut3.Cine Output LUT - Utility-Linear-sRGB
TOP/opticalflowTOP/example1	TOP	opticalflowTOP	Optical Flow	vector display	"""""""This draws velocity flow vectors based on the Optical Flow TOP. Give it a live video feed. opticalflow1 outputs two 32-bit floating point channels (red and green). The red channel is the horizontal motion it detects at each pixel, and green is vertical motion. If it's flickering, it means likely that your video source is not feeding in 60 frames per second, so some images are repeats of the prior frame, which will give 0 optical flow for the current frame. Settings defines how many columns of vectors you want. res1 averages a bunch of the flow pixels down to one value per column. res1's resolution is the same as the number of grid1's columns and rows. topto1 gets the pixels into one long set of samples for red and green. Filter1 smooths out the jittery motion (filter per sample). chopto1 splices the red and green channels into the grid's Normal attribute's X and Y values. (Z is left at 1 but it doesn't matter here). sopt1 shows it as a table for illustration. The grid is passed to geo1 which uses a Line MAT to render the points and vectors. It assumes the vectors are coming in the Normals attribute. The render1 TOP's resolution is set to the correct aspect ratio using the Aspect parameter in the """"""""settings"""""""" node, which is derived from the incoming image's aspect ratio. comp1 gets its images via the TOPs parameter. Fixed Layer parameter is set to Input 1 to make sure the output res matches the render's."""""""
TOP/opviewerTOP/example1	TOP	opviewerTOP	OP Viewer	basic	The OP Viewer TOP allows you to produce a texture out of any operator. Here we can see a display being rendered from a CHOP, SOP, and DAT. This example multiples the node height and width by 4 - this maintains the aspect ratio while simultaneously increasing the display size. Matthew Ragan 8/13/14 On the TOPs' Commpn page, change Viewer Smoothness to Mipmap Pixels to make the viewer look smoother with those thin lines. That's purely cosmetic. It does't affect the image that the TOP outputs. (gh)
TOP/outsideTOP/example1	TOP	outsideTOP	Outside	insert image where alpha < 1	"""""""The Outside TOP places Input1 """"""""outside"""""""" Input2. The alpha of Input2 is used to determine what parts of the Input1 image are visible."""""""
TOP/outsideTOP/example2	TOP	outsideTOP	Outside	insert image where alpha < 0	The Outside TOP places Input1 'outside' Input2. Input1 is visible in the output wherever Input2's alpha is <1. This is the opposite operation to the Inside TOP. See also the Composite TOP and the blendModes component in the Palette.
TOP/overTOP/example1	TOP	overTOP	Over	pre fit	The Pre Fit parameters give you various options to how the compositing will occur.
TOP/overTOP/example2	TOP	overTOP	Over	resolution	A handy trick to scale content to a specific resolution is to use an Over TOP. But you can more easily feed the Movie File In TOP to a Constant TOP, or mroe easily yet, use a Fit TOP.
TOP/overTOP/example3	TOP	overTOP	Over	fit outside	Fit Outside is useful in situations where you'd like to overlay one image onto another completely, and removes the chance of any edges being missed. Better yet, see the Fit TOP.
TOP/packTOP/example1	TOP	packTOP	Pack	pack	Pack is used to put 32-bit RGBA floating point images into quadruple-wide 8-bit fixed point image to make them more transportable through lossless file formats that are just 8-bit, or 8-bit protocols like Spout/Siphon. Then the Pack TOP can unpack on the other side. In the second example, we just do it to a single floating point channel, reorder_32BitRedOnly gets the blue channel only, and outputs a single-channel TOP (see its Pixel Format parameter). Then we pack that single channel into 8-bit form (pack_8BitMono). Then we unpack it as a mono floating point channel. The last reorder takes that one channel and puts it as the blue channel of an RGBA 32-bit image. In the packed format, every 32-bit pixel is converted to 4 8-bit pixels. It's lossless.
TOP/packTOP/example2	TOP	packTOP	Pack	pack analyze	ramp1 is normal RGBA 8-bit. ramp2 is 1-channel 8-bit. ramp3 is 1-channel 32-bit float. You can see its better precision in the ramp. ramp3 is in a similar format that you would have for a depth map or a point cloud. pack1 puts ramp3 into an RGBA 8-bit image that can be commonly saved in a file. Right-click on the node and Save Image... or you can write it out with the Movie File Out TOP.
TOP/pointfileinTOP/example1	TOP	pointfileinTOP	Point File In	reading point files	Point File In TOP reads a .ply point cloud file. info1 shows that it has 10 channels including point colors in 'red', 'green' and 'blue' channels. info2 shows number of points. Most TOPs can only hold up to 4 channels, so null1 gets the first 4, which are X Y Z and 'active'. 'active' (in the alpha channel of the image) is a channel that indicates if the pixel is a valid point or not (orange = Nan = not a point). pointfileselect1 is used to get the other channels into a TOP... in this case, the channels it selects are the point colors - 'red', 'green', 'blue' as they are named in the file. The colors in the .ply file are 0-255 so math1 scales them down to 0-1. geo1 contains one point that is converted to a 1-point particle system, needed to render Line MAT from TOPs.
TOP/pointfileinTOP/example2	TOP	pointfileinTOP	Point File In	point thinning	The resolution is reduced via the Output Resolution menu on the Common page to 1/4 by 1/4 = 1/16 the number of points in the file. This is shown in info2 and the eval1, eval2 expressions.
TOP/pointtransformTOP/example1	TOP	pointtransformTOP	Point Transform	align 3D points in TOPs	"""""""for points, x is in the red color channel, y is in green, z is in blue. pointtransform1 moves the banana to a randon location, angle and scale. pointtransform2 lines it up on the Align page: in X, the banana is centered around x=0. in Y, the bottom of the banana is on the X axis at y=0. In Z is is pushed back where the closest point is at Z=0. Then the whole thing is normalized using Align Scale to make the largest dimension (X in this case) size 1. You can see that in null2: R goes -.5 to .5. pointtransform3 does the same as pointtransform2, but then it scales the result by 20 as a """"""""post-transform"""""""". To post-transform, you have to set the Align Transform Order to """"""""Align, then Transform"""""""" and set the Scale on the Transform page to 20."""""""
TOP/pointtransformTOP/example2	TOP	pointtransformTOP	Point Transform	invert	pointtransform1 moves the banana to a new position, angle and scale. pointtransform_invert moves it right back to its original position, rotation and scale, using the same parameter values as pointtransform1 and turning on the Invert toggle. Think of it as moving FROM the position/rotate/scale defined by the parameter TO a null translate/rotate of 0 and scale of 1. The Math CHOP doesn't have multi-inputs, so use the Composite TOP and in this case use Subtract to verify the resulting points are the same as the starting points.
TOP/pointtransformTOP/example3	TOP	pointtransformTOP	Point Transform	transform from a CHOP	You can get transform values from a CHOP, as long as you have the right channel names. The transform CHOP outputs channels as tx ty tz rx ry rz etc, and giving that to the Transform CHOP parameter works to tranform from CHOPs. transform2 take the transform channels from transform1 and converts them to a 4x4 matrix, which is also acceptable for pointtransform2.
TOP/pointtransformTOP/example4	TOP	pointtransformTOP	Point Transform	look at a geo	"""""""This rotates the point data to make its z-axis point at a 3D object. Here we assume the point data is at 0, 0, 0. geo1 is at 0, 0, 2, which is along the positive z-axis pointing toward you. and it's oscillating in X via the LFO from -2 to +2. You think of it as the Z-axis of the TOP's axes being rotated to point at the Look at object. Here the """"""""Up vector"""""""" is the Y axis (0, 1, 0)."""""""
TOP/poptoTOP/example1	TOP	poptoTOP	POP to	POP to TOP conversion types	Fit to Square guarantees every point gets a pixel. You can convert any attribute combination into the 4 channels. You can put all points into one row of teh texture up to the hardware limit (32,768 commonly) You can specify a resolution and let it fill the pixels up, one point per pixel, wrpping around when it gets to the end of a row. Now middle click on torus and copy to see the dimensions. or look at popto_dimensions. The two POP to TOPs at teh bottom use the dimensions to build the texture, which is the most convenient.
TOP/poptoTOP/example2	TOP	poptoTOP	POP to	pre fit	
TOP/projectionTOP/example1	TOP	projectionTOP	Projection	projection conversions	"""""""cubeMap is a 6-camera-in-one rendering created with the Render TOP. It renders the entire view around the camera. projection1 need the Projection Type parameter to be set to the input's type, and its output in this case is Equirectangular. You need to set its resolution and aspect ratio on the Common page. The Rotate parameter lets you specify which direction is """"""""staight ahead"""""""". projection2 converts the Equirectangular map to a Fish-Eye. Again, the Rotate parameter lets you specify which direction is """"""""staight ahead"""""""". Also Fish-Eye lets you select what the viewing angle is to the perimeter outer ring, default 180 degrees. projection3 is the same thing but it gets its input from the cube map. projection4 is rotated to look behind."""""""
TOP/projectionTOP/example2	TOP	projectionTOP	Projection	from equirectangular	This converts from an existing equirectangular image. projection3 has its resolution and aspect ratio changed on the Common page. projection4 is rotated to be looking down-up along the horizontal center line. Same as projection5. They are both equiractangulars too. See also the Cube Map TOP.
TOP/projectionTOP/example3	TOP	projectionTOP	Projection	cartesian xy to polar	here the Cartesian-to-Polar conversion The Projection TOP needs it input flipped first to get the ramp to go clockwise. Bypass it to make it go counter-clockwise.
TOP/rampTOP/example1	TOP	rampTOP	Ramp	circle	Ramp TOPs can be used to create circles. Extend Left parameter is set to Zero and Interpolate Notches is set to Step. But now we have the Circle TOP!
TOP/rampTOP/example2	TOP	rampTOP	Ramp	table	You can edit the individual values of the ramp via its docked table. Try changing the R G or B values in the table.
TOP/rampTOP/example3	TOP	rampTOP	Ramp	phase	You can animate a ramp's phase
TOP/rampTOP/example4	TOP	rampTOP	Ramp	rainbow spectrum	hsvrgb1 treats its input as the hue being in the red channel, saturation in the green channel, and value in the blue channel. In this case, hue is a ramp from 0 to 1 giving hte full rainbow spectrum. In TouchDesigner, a hue of value 0 is red, .33 is green, .66 is blue and 1 is red again. HSV to RGB to interpret those three channels as HSV and convert the image to RGB. Saturation and value are full (1). null1 is just a different way to view the red, green and blue channels of ramp1 separately. rclick on the null1 viewer to see it set to Normalied Split.
TOP/rampTOP/example5	TOP	rampTOP	Ramp	ramp from Script DAT	You can generate ramp tables using the Script DAT. Move the slider on constant1 to alter the mid-point of ramp table using the script1 DAT.
TOP/rampTOP/example6	TOP	rampTOP	Ramp	procedural ramp	"""""""Click/drag in bicolor. You can procedurally generate tables for ramps. In this case the panel """"""""bicolor"""""""" u and v define an inner and outer hue, which is generated with an expression for the red channel in an Evaluate DAT. The ramp is converted from hue-saturation-value to RGB in an HSV to RGB TOP."""""""
TOP/rampTOP/example7	TOP	rampTOP	Ramp	explore composite blend modes	Click/drag blendModeIndex. Ramp TOP and several other generators can composite itself with its input using the full set of Composite TOP's blend modes. This lets you flip through all the choices when using a simple black to yellow ramp. Look at the Operation parameter of the Ramp TOPs as you move the slider.
TOP/rampTOP/example8	TOP	rampTOP	Ramp	red in x + green in y in two nodes	Adding the red of the first with the green of the second ramp. 32-bit float pixels for greater accuracy. Concept useful for building maps for displacement.
TOP/rampTOP/example9	TOP	rampTOP	Ramp	set color keyframes using parameters	This is a skin on top of the Ramp TOP where you create and set keyframes on rampA and rampB using blocks of sequential parameters (on the Keys page), where each block is a keyframe color/position. Inside it converts the parameters into a table the feeds the Ramp TOP. rampB is simply a different set of paramters to define the colors.
TOP/rectangleTOP/example1	TOP	rectangleTOP	Rectangle	basic	rectangle1 with top-left justification, quarter size rectangle (res is 100x100) offset quarter right and 10% down. By default you are expressing the rectangle as fractions of the image width and height. You can also work in pixels.
TOP/rectangleTOP/example2	TOP	rectangleTOP	Rectangle	letterbox	With the rectangle fill color set to transparant, the rectangle's border can be used to create a 16:9 letterbox effect within a square TOP.
TOP/rectangleTOP/example3	TOP	rectangleTOP	Rectangle	composited round corners	Use the Corner Radius parameter to give a rectangle round corners. Also each rectangle TOP is composited over its predecessor using a Difference operation (see the 'Output' tab in their parameter window).
TOP/rectangleTOP/example4	TOP	rectangleTOP	Rectangle	using CHOPs to animate	The parameters of a Rectangle TOP can be animated by using CHOP channels as input. In this example the rotation is controlled via an LFO signal from lfo1. That same LFO signal (which is -1 to 1) is then converted to 0 to 1 (in math2) so it can drive a Lookup CHOP, which applies the curve from pattern1 to the size of the rectangle.
TOP/remapTOP/example1	TOP	remapTOP	Remap	lookup ramps with hard edges	For each pixel in the second input, it uses the value in the red channel as the u (horizontal, 0 being left-most) coordinate, and the value in the green channel as the v (vertial) coordinate to fetch a pixel from the first input. Remap TOP ramps are 32-bit floats to get enough precision to index pixels of the 1280x720 input. prepared by David Braun & GH
TOP/remapTOP/example2	TOP	remapTOP	Remap	soft edge source ramp	With some source ramps you get or make, you may notice undesired sparkles around the edge of remap1. This is because the transform1 image is created anti-aliased with Input Smoothness set to Interpolate Pixels, so the values of red and green around the edge are reduced, which will make the sampling occur not around the edges of null1 but somewhere in the middle of null1. To improve this, change Input Smoothness to Nearest Pixel on transform1, or if you have no control of the input image, use reorder1 and comp1 to restore the RG around the edges by dividing by the alpha, preferably all at 16 bit fixed or 32 bit float resolutions.
TOP/remapTOP/example3	TOP	remapTOP	Remap	resolution from second input	resolution from second input. Start with a red ramp in X, add a green ramp in Y.
TOP/renderTOP/example1	TOP	renderTOP	Render	basic render	The Render TOP renders a 3D scene with a camera and lights into a 2D texture. A standard render setup includes a geometry object, a camera, light, and a material. You can wire a SOP to the input of geo1 to replace to torus. see sopRender in Palette's Tools for a more packaged setup.
TOP/renderTOP/example2	TOP	renderTOP	Render	render options	This setup is being rendered in a number of different ways to demonstrate some of the functionality of the Render TOP
TOP/renderTOP/example3	TOP	renderTOP	Render	shadows	Notice that the lights are using a lookat to point at the geometry. This is nessesary to create a proper shadow map, which is rendered from the light's point of view. You then also want to adjust the FOV of the lights camera parameters on the View page to tighten the light's view, so the shadow map has better resolution on the area's you are interested in.
TOP/renderTOP/example4	TOP	renderTOP	Render	depth	You can use the Depth TOP to get the depth buffer for both a Render TOP, as well as the shadow map from a light that is doing shadowing. Usually a Depth map will look mostly white, with much of the information between 0.9 and 1.0. You can visually make it more informative by tightening the near/far planes for the camera/light.
TOP/renderTOP/example5	TOP	renderTOP	Render	cube map	The Render TOP renders a 3D scene as a cube map, which is 6 renders-in-one, using the Render Mode parameter. In this case the camera and light are at 0, 0, 0 and the geometry is around it in all directions. See also the Projection TOP to convert between different projection types. The image aspect ratio is 3x4. See also the Cube Map TOP and the Projection TOP.
TOP/renderTOP/example6	TOP	renderTOP	Render	transparency poly sort	"""""""To render transparent objects correctly all polygons must be sorted from closest to furthest away from the camera before being passed along to the render pipeline. The polygons that are furthest way must be sent first, while the polygons that are closest to the camera you want to rendered after. With OpenGL there are no fast GPU based ways to do this explicitly. For transparency to work well for complex scenes you have to manually sort the polygons of each geometry set using two sortSOPs. The first sort SOP sorts the primitives from closest to furthest from the camera. In this example that is """"""""sort1"""""""". The second sortTOP is used to reverse that order so the closest polygons are rendered last. The switch1 sop in this example shows 4 different cases. The first case on input 0 is a sphereSOP that is set to Mesh mode. The mesh topology has only a single primitive. This type of geometry can not be sorted by primitive order. Input 2 shows the Mesh sphere converted to polygons. This topology can be sorted as now each quad is treated as a seperate primitve. The next 2 examples show a polygon sphere and polygon based torus which as well can be sorted correctly. For animating geometry - in this example a rotating sphere, the transform must come before the sort. Therefore the transform1 SOP has an animating expression in the RY parameter. This kind of setup however only works for a single GEO object. You must also correctly setup the render order for each geo object. This is done using te Draw Priority parameter on the geoCOMP render page. The closet geo, in this case is geoNear. The object closest to the camera should have the highest draw priority. The object furthest away should have the lowest draw priority. Also notice the Blending parameter is turned on in the phong1 material. As well the material has its Alpha parameter set to 0.2. You must manually turn on transparency for the materials in TouchDesigner. The reason this might seem confusing is there are two main factors at play here. Do you want to the geometry to render as fast as possible, or do you require the scene to have transparency. By default TouchDesigner is configured for fastest rendering speed. With this in mind, if the GPU determines the current pixel will occlude the new one, it won't bother rendering the new one. Therefore if you require transparency you must follow a process like this to ensure the contribution from each polygon is rendered. There is no fast and automatic way for this to occur."""""""
TOP/renderTOP/example7	TOP	renderTOP	Render	transparency shader blend modes	In this example there is a bgMat midMat and fgMat materials textured onto 3 quads - The background object is textured with a checkerboard. The mid ground object is textured with a spectrum that has a striped alpha channel. The forground is a fuzzy circle. To explore the blend modes use each of the fgMat, midMat and bgMat to explore different permutations of the following parameters. Blend Operation Source Color Destination Color The values of these 3 menu items are printed onto the screen as BlendOperation(SourceColor, Destination Color) For more technical information on how the blending system works go here... https://www.khronos.org/opengl/wiki/Blending#:~:text=Blending is the stage of,be combined in various ways.
TOP/renderTOP/example8	TOP	renderTOP	Render	transparency order-independent1	This example shows how to create a procedural noise texture on a sphere and addresses transparency as well. A RGB texture and Alpha texture is created and mapped to pbr1. Its important to note that although we are rendering a transparent sphere you must ensure Blending (Transparency) parameter is turned off on the common page. This is because the renderTOP is set to use Order Independent Transparency for the Transparency parameter. ===== In porceduralSphereTextures, the render2 TOP directly renders a SOP. The material for this render is applied to the render2 renderTOP using the Override Material found on the Advanced page. The phong1 material is setup to render the sphere world space position using the Color Buffer 1 RGB parameter. You can render a variety of attributes to a color buffer using this method. The render select TOP is used to extract the color buffer 1 from the render TOP. This technique works well in many cases, but there are wrapping issues with that can be worked around in some cases. For a sphere the crop / flip / math trick is used to fill the missing positions to the left side of the texutre. This position map can be used to drive a noise texture's lookup - in this case noise1 second input is used to create coherent 3D noise for the sphere.
TOP/renderTOP/example9	TOP	renderTOP	Render	transparency order-independent2	"""""""This example fetches a biplane USDZ asset from the Apple Augmented Reality 3D models website. (See https://developer.apple.com/augmented-reality/quick-look/ for other examples.) A biplane 3D asset is used here to explain order independent transparency as there are many seperate objects that intersect at different angles to make polygon and object level ordering difficult. Adjust the Transparency/Peel Layers parameter between 1 and 6 to reveal more back-surfaces. The render TOP has an option for the Transparency parameter found on the main Render page called """"""""Order Independent Transparency"""""""". Then using the Transparency / Peel Layers you can adjust the number of layers required to make the transparency look good. This method isn't perfect but it can do a very good job in many cases. NOTE: Remember that all materials need to have their Blending (Transparency) parameter disabled for this RenderTOP option to work. The material for this asset happens to be found at the path toy_biplane/propeller/pCube20."""""""
TOP/renderTOP/example10	TOP	renderTOP	Render	omnidirectional stereo	As with conventional stereo rendering, you will need two cameras. The main difference between conventional stereo and omnidirectional stereo (ODS) in terms of setup is that both cameras have the same transform (i.e., no offsetting in the x direction). The interpupillary distance (IPD) must be set in both cameras (View/IPDShift), negative in the left eye camera, and positive in the right. A typical value is 63 mm.
TOP/renderpassTOP/example1	TOP	renderpassTOP	Render Pass	render pass	The Render Pass TOP can be used to render additional geometry into the same buffer. You can optionally turn on clearing the depth or color buffers depending on if you want to add more geometry to the existing scene taking depth into account, render the geometry ontop of the existing scene as an overlay, or simply rendering a new scene and clearing the old scene.
TOP/renderselectTOP/example1	TOP	renderselectTOP	Render Select	cameras from Render TOP	The Render TOP is able to render multiple cameras (more quickly than separately) in a single node. You specify multiple cameras in one Camera parameter of the Render TOP, and use the Render Select TOP to pull out those camera results.
TOP/renderselectTOP/example2	TOP	renderselectTOP	Render Select	color buffers from GLSL TOP	The Render Select TOP can pull data from either a Render TOP, GLSL TOP or a CPlusPlus TOP. In this example the GLSL TOP outputs RGB to three different color buffers. The Render Select TOP is used to pull the second and third color buffer.
TOP/rendersimpleTOP/example1	TOP	rendersimpleTOP	Render Simple	render simple setup	
TOP/reorderTOP/example1	TOP	reorderTOP	Reorder	channels	"""""""This is a simple example of how to assign incoming RGBA channels to outgoing RGBA channels. In the example, the output Red channel is the 2nd input's Red channel, the output Green channel is the 3rd input's Green channel, the output Blue channel is the 1st input's Blue channel, and the alpha is the 4th input's alpha. The Math TOP multiplies RGB by alpha to conform to the TouchDesigner image standard of """"""""pre-multiplied by alpha"""""""", where red, green and blue are always less than alpha."""""""
TOP/reorderTOP/example2	TOP	reorderTOP	Reorder	mattes	Reorder is helpful for creating alpha masks by using the input's alpha channel as all the output channels.
TOP/reorderTOP/example3	TOP	reorderTOP	Reorder	pull channels	Reorder can pull individual channels. In the first case it preserves the red channel, and sets the green and blue channels to 0. It also sets the alpha to 1 making the resulting image opaque. In the second case it also converts the image to one-channel versus the ususal 4-channel RGBA. This is done on any TOP's Common page in the Pixel Format menu, The third case shows that the first channel is used for the mono channel: Green is pulled into the first channel and the image converted to mono,
TOP/reorderTOP/example4	TOP	reorderTOP	Reorder	fix illegal alpha	This puts into the alpha channel the maximum value for R G or B. Therefore all pixels have legal values for compositing with transparency because images must be pre-multiplied by alpha, and thus the value in any of the R G or B channels must not exceed what is in alpha. The is similar to what the Screen mode in the Composite TOP does... blend in the brighter pixels. Un-bypass the Level TOP and the alpha is increased, still legal, toward being fully opaque using the Low A parameter. Below, reorder_illegalAlpha has been created with some pixels containing illegal alpha values. Reorder_fixIllegalAlpha repairs that in one step by putting the max value of RGB and A into the new alpha channel.
TOP/reorderTOP/example5	TOP	reorderTOP	Reorder	fill alpha with black	Fill background with black by putting One in the Alpha channel of the Reorder TOP. But there are at least eight other ways to do it!
TOP/resolutionTOP/example1	TOP	resolutionTOP	Resolution	resolution	This example brings the resolution down to 1/4 of it's original value.
TOP/resolutionTOP/example2	TOP	resolutionTOP	Resolution	input	You can use the Resolution TOP to change the input smoothness settings.
TOP/resolutionTOP/example3	TOP	resolutionTOP	Resolution	viewer smoothness	The two images are the same. It is only the viewers that are set differently. The second TOP has its Viewer Smoothness set to Mip Map, which makes images look better when you zoom back from them. The Viewer Smoothness parameter is on all TOPs.
TOP/rgbkeyTOP/example1	TOP	rgbkeyTOP	RGB Key	alpha where RGB in range	"""""""The RGB Key TOP """"""""pulls a key"""""""" from the image using the Red, Green, and Blue channel settings. If a pixel value is between the Min and Max parameters for all three settings, then its alpha is set to 1. The first three examples are each set to a different color. for rgbkey1, red has to be above .5, green below .1, and blue below .1. You can also use this operator to hide certain colors. See rgbkey3_invert, it has exactly the same Red, Green, and Blue settings as rgbkey3, but it has its alpha inverted using Invert New Alpha. See also the Chroma Key TOP and in the Palette, the Chromakey component. Idzard Kwadijk kwadijk@idzard.com"""""""
